Name,Execution time in second
2_1_32_I,0.877199296
2_2_32_I,0.443288016
2_3_32_I,0.298651088
2_4_32_I,0.226332376
2_5_32_I,0.183244488
2_6_32_I,0.154013912
2_7_32_I,0.133525544
2_8_32_I,0.11785468
2_9_32_I,0.10625732
2_10_32_I,0.096385136
2_11_32_I,0.088475304
2_12_32_I,0.081695448
2_13_32_I,0.076729144
2_14_32_I,0.071525664
2_15_32_I,0.067689336
2_16_32_I,0.063615832
4_1_32_I,3.087272128
4_2_32_I,1.548324432
4_3_32_I,1.035342416
4_4_32_I,0.778850584
4_5_32_I,0.626064648
4_6_32_I,0.522359576
4_7_32_I,0.44972708
4_8_32_I,0.39762652
4_9_32_I,0.359282912
4_10_32_I,0.326382956
4_11_32_I,0.300114864
4_12_32_I,0.277576728
4_13_32_I,0.261306832
4_14_32_I,0.243819924
4_15_32_I,0.231257208
4_16_32_I,0.217551832
7_1_32_I,11.927563456
7_2_32_I,5.968470096
7_3_32_I,3.982107728
7_4_32_I,3.024047956
7_5_32_I,2.453468988
7_6_32_I,2.065991252
7_7_32_I,1.794769004
7_8_32_I,1.5869629
7_9_32_I,1.43372894
7_10_32_I,1.302575816
7_11_32_I,1.197752364
7_12_32_I,1.107934548
7_13_32_I,1.042827484
7_14_32_I,0.973207824
7_15_32_I,0.922992516
7_16_32_I,0.868420372
