392	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
8	768	10
392	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
400	3072	768
400	768	3072
8	10	768
3072	392	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	400	3072
3072	400	768
768	8	10
