100352	147	64
25088	64	128
25088	1152	128
25088	128	256
25088	64	256
25088	256	128
25088	1152	128
25088	128	256
25088	256	128
25088	1152	128
25088	128	256
25088	256	256
6272	2304	256
6272	256	512
6272	256	512
6272	512	256
6272	2304	256
6272	256	512
6272	512	256
6272	2304	256
6272	256	512
6272	512	256
6272	2304	256
6272	256	512
6272	512	512
1568	4608	512
1568	512	1024
1568	512	1024
1568	1024	512
1568	4608	512
1568	512	1024
1568	1024	512
1568	4608	512
1568	512	1024
1568	1024	512
1568	4608	512
1568	512	1024
1568	1024	512
1568	4608	512
1568	512	1024
1568	1024	512
1568	4608	512
1568	512	1024
1568	1024	1024
392	9216	1024
392	1024	2048
392	1024	2048
392	2048	1024
392	9216	1024
392	1024	2048
392	2048	1024
392	9216	1024
392	1024	2048
8	2048	10
