100352	147	64
25088	576	64
25088	576	64
25088	576	64
25088	576	64
25088	576	64
25088	576	64
6272	576	128
6272	1152	128
6272	64	128
6272	1152	128
6272	1152	128
6272	1152	128
6272	1152	128
6272	1152	128
6272	1152	128
1568	1152	256
1568	2304	256
1568	128	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
1568	2304	256
392	2304	512
392	4608	512
392	256	512
392	4608	512
392	4608	512
392	4608	512
392	4608	512
8	512	10
100352	64	147
25088	64	576
25088	64	576
25088	64	576
25088	64	576
25088	64	576
25088	64	576
6272	128	576
6272	128	1152
6272	128	64
6272	128	1152
6272	128	1152
6272	128	1152
6272	128	1152
6272	128	1152
6272	128	1152
1568	256	1152
1568	256	2304
1568	256	128
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
1568	256	2304
392	512	2304
392	512	4608
392	512	256
392	512	4608
392	512	4608
392	512	4608
392	512	4608
8	10	512
147	100352	64
576	25088	64
576	25088	64
576	25088	64
576	25088	64
576	25088	64
576	25088	64
576	6272	128
1152	6272	128
64	6272	128
1152	6272	128
1152	6272	128
1152	6272	128
1152	6272	128
1152	6272	128
1152	6272	128
1152	1568	256
2304	1568	256
128	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	1568	256
2304	392	512
4608	392	512
256	392	512
4608	392	512
4608	392	512
4608	392	512
4608	392	512
512	8	10
