12544	147	64
3136	64	128
3136	1152	128
3136	128	256
3136	64	256
3136	256	128
3136	1152	128
3136	128	256
3136	256	128
3136	1152	128
3136	128	256
3136	256	256
784	2304	256
784	256	512
784	256	512
784	512	256
784	2304	256
784	256	512
784	512	256
784	2304	256
784	256	512
784	512	256
784	2304	256
784	256	512
784	512	512
196	4608	512
196	512	1024
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	512
196	4608	512
196	512	1024
196	1024	1024
49	9216	1024
49	1024	2048
49	1024	2048
49	2048	1024
49	9216	1024
49	1024	2048
49	2048	1024
49	9216	1024
49	1024	2048
1	2048	10
