784	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
16	768	10
784	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
800	3072	768
800	768	3072
16	10	768
3072	784	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	800	3072
3072	800	768
768	16	10
