Name,Execution time in second
2_1_8_T,1.17562396
2_2_8_T,0.604174992
2_3_8_T,0.414802648
2_4_8_T,0.318312468
2_5_8_T,0.262549024
2_6_8_T,0.224074112
2_7_8_T,0.197955924
2_8_8_T,0.175519284
2_9_8_T,0.161407352
2_10_8_T,0.148317004
2_11_8_T,0.137668752
2_12_8_T,0.129216204
2_13_8_T,0.12138988
2_14_8_T,0.116110652
2_15_8_T,0.110670956
2_16_8_T,0.104122692
4_1_8_T,3.245538328
4_2_8_T,1.639282704
4_3_8_T,1.107576412
4_4_8_T,0.835866324
4_5_8_T,0.679278772
4_6_8_T,0.57138068
4_7_8_T,0.498001548
4_8_8_T,0.436938276
4_9_8_T,0.399759332
4_10_8_T,0.364141132
4_11_8_T,0.335402916
4_12_8_T,0.312479808
4_13_8_T,0.29066932
4_14_8_T,0.276537656
4_15_8_T,0.261856184
4_16_8_T,0.243423324
7_1_8_T,11.5251958
7_2_8_T,5.779713552
7_3_8_T,3.878671468
7_4_8_T,2.930996148
7_5_8_T,2.385743284
7_6_8_T,2.010017432
7_7_8_T,1.754794524
7_8_8_T,1.532443044
7_9_8_T,1.397223092
7_10_8_T,1.267227244
7_11_8_T,1.162891212
7_12_8_T,1.078850334
7_13_8_T,0.998782
7_14_8_T,0.947342102
7_15_8_T,0.893554736
7_16_8_T,0.825755292
